X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId,
-8795391.484,4289620.721,108480,CHPD,LOUD NOISE,103 LANCASTER DR,CHAPEL HILL,NC,27517,2014/10/04 07:24:00+00,2014/10/04 07:23:00+00,2014/10/04 07:24:00+00,<Null>,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.920012,-79.010346,32070,
-8796605.534,4292750.429,108337,CHPD,LOUD NOISE,113 WOODBRIDGE LN,CHAPEL HILL,NC,27514,2014/09/27 22:38:00+00,2014/09/27 22:37:00+00,2014/09/27 22:38:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,61,B,F,35.942777,-79.021252,32093,
-8801134.679,4288814.278,107932,CHPD,LOUD MUSIC/PARTY,403 COTTON ST,CHAPEL HILL,NC,27516,2014/09/09 23:58:00+00,2014/09/09 23:57:00+00,2014/09/09 23:58:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.914145,-79.061938,32104,
-8800235.329,4290626.281,107594,CHPD,LOUD PARTY FOLLOW UP,828 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/08/26 16:23:00+00,2014/08/26 16:22:00+00,2014/08/26 16:23:00+00,<Null>,GOVERNMENT/PUBLIC BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.927327,-79.053859,32106,
-8796509.02,4291811.216,107929,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,1705 LEGION RD,CHAPEL HILL,NC,27517,2014/09/10 00:10:00+00,2014/09/10 00:09:00+00,2014/09/10 00:10:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.935946,-79.020385,32107,
-8799609.825,4295931.654,107650,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,221 SCHULTZ ST,CHAPEL HILL,NC,27514,2014/08/28 19:43:00+00,2014/08/28 19:43:00+00,2014/08/28 19:43:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.96591,-79.04824,32113,
-8799999.332,4289646.563,108020,CHPD,LOUD MUSIC/PARTY,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/09/14 01:00:00+00,2014/09/14 00:50:00+00,2014/09/14 00:55:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.9202,-79.051739,32121,
-8800838.681,4287929.418,107993,CHPD,LOUD MUSIC/PARTY,403 PATTERSON PL W,CHAPEL HILL,NC,27516,2014/09/12 23:43:00+00,2014/09/12 23:42:00+00,2014/09/12 23:43:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.907707,-79.059279,32138,
-8800580.531,4289975.234,107886,CHPD,LOUD MUSIC/PARTY,313 COLUMBIA PL E,CHAPEL HILL,NC,27516,2014/09/07 00:07:00+00,2014/09/07 00:07:00+00,2014/09/07 00:07:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.922591,-79.05696,32162,
-8801167.852,4288773.593,107608,CHPD,LOUD MUSIC/PARTY,404 LINDSAY ST,CHAPEL HILL,NC,27516,2014/08/27 00:38:00+00,2014/08/27 00:37:00+00,2014/08/27 00:38:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.913849,-79.062236,32198,
-8800235.329,4290626.281,108231,CHPD,LOUD PARTY FOLLOW UP,828 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/09/17 18:44:00+00,2014/09/17 18:43:00+00,2014/09/17 18:44:00+00,<Null>,GOVERNMENT/PUBLIC BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.927327,-79.053859,32206,
-8801151.6,4288763.559,107601,CHPD,LOUD MUSIC/PARTY,404 LINDSAY ST,CHAPEL HILL,NC,27516,2014/08/26 22:37:00+00,2014/08/26 22:20:00+00,2014/08/26 22:25:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.913776,-79.06209,32208,
-8800765.21,4288975.919,107604,CHPD,LOUD MUSIC/PARTY,401 PRITCHARD AVE,CHAPEL HILL,NC,27516,2014/08/27 01:11:00+00,2014/08/27 01:10:00+00,2014/08/27 01:11:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.915321,-79.058619,32209,
-8797608.746,4290658.725,108050,CHPD,LOUD NOISE,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/09/15 19:55:00+00,2014/09/15 19:54:00+00,2014/09/15 19:55:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,40,B,M,35.927563,-79.030264,32270,
-8801636.953,4288670.232,107724,CHPD,LOUD MUSIC/PARTY,311 SUNSET DR,CHAPEL HILL,NC,27516,2014/09/01 01:35:00+00,2014/09/01 01:34:00+00,2014/09/01 01:35:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.913097,-79.06645,32317,
-8801525.299,4287506.942,108309,CHPD,LOUD MUSIC/PARTY,109 GRANT ST,CHAPEL HILL,NC,27516,2014/09/27 00:10:00+00,2014/09/27 00:09:00+00,2014/09/27 00:10:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,24,A,F,35.904633,-79.065447,32378,
-8795776.427,4292252.558,108177,CHPD,LOUD MUSIC/PARTY,6 ADELAIDE WALTERS ST,CHAPEL HILL,NC,27517,2014/09/20 19:18:00+00,2014/09/20 19:17:00+00,2014/09/20 19:18:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.939156,-79.013804,32418,
-8797608.746,4290658.725,108085,CHPD,LOUD MUSIC,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/09/16 22:34:00+00,2014/09/16 22:34:00+00,2014/09/16 22:34:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,66,W,M,35.927563,-79.030264,32474,
-8801230.525,4288911.73,108498,CHPD,LOUD MUSIC/PARTY,404 MCDADE ST,CHAPEL HILL,NC,27516,2014/10/05 00:21:00+00,2014/10/05 00:20:00+00,2014/10/05 00:21:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.914854,-79.062799,32537,
-8798551.065,4285988.557,108341,CHPD,LOUD MUSIC/PARTY,1117 SOURWOOD DR,CHAPEL HILL,NC,27514,2014/09/28 02:00:00+00,2014/09/28 01:50:00+00,2014/09/28 01:51:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.893584,-79.038729,32548,
-8801115.421,4293876.19,108001,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2014/09/13 02:14:00+00,2014/09/13 02:10:00+00,2014/09/13 02:11:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,32553,
-8800384.052,4288434.238,107499,CHPD,LOUD MUSIC/PARTY,FRATERNITY COURT,CHAPEL HILL,NC,27514,2014/08/22 00:22:00+00,2014/08/22 00:21:00+00,2014/08/22 00:22:00+00,<Null>,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.91138,-79.055195,32558,
-8800364.348,4292017.448,107519,CHPD,LOUD MUSIC/PARTY,106 SHADOWOOD DR,CHAPEL HILL,NC,27514,2014/08/23 00:28:00+00,2014/08/23 00:27:00+00,2014/08/23 00:28:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.937446,-79.055018,32572,
-8797608.746,4290658.725,107532,CHPD,LOUD MUSIC,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/08/23 19:23:00+00,2014/08/23 19:23:00+00,2014/08/23 19:23:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,<Null>,<Null>,40,B,M,35.927563,-79.030264,32612,
-8795201.796,4291919.694,108012,CHPD,LOUD MUSIC/PARTY,1803 FOUNTAIN RIDGE RD,CHAPEL HILL,NC,27517,2014/09/13 23:39:00+00,2014/09/13 23:30:00+00,2014/09/13 23:30:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.936735,-79.008642,32629,
-8797632.234,4291784.406,107902,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,106 N ELLIOTT RD,CHAPEL HILL,NC,27514,2014/09/08 22:27:00+00,2014/09/08 22:26:00+00,2014/09/08 22:27:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.935751,-79.030475,32659,
-8800971.374,4289162.992,107540,CHPD,LOUD MUSIC/PARTY,510 CHURCH ST,CHAPEL HILL,NC,27516,2014/08/24 01:20:00+00,2014/08/24 01:19:00+00,2014/08/24 01:20:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.916682,-79.060471,32691,
-8799999.332,4289646.563,108015,CHPD,LOUD MUSIC/PARTY,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/09/13 23:41:00+00,2014/09/13 23:30:00+00,2014/09/13 23:35:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.9202,-79.051739,32693,
-8801401.957,4286681.142,108021,CHPD,LOUD MUSIC/PARTY,1060 HWY 54 BYPASS,CHAPEL HILL,NC,27514,2014/09/13 14:15:00+00,2014/09/13 14:00:00+00,2014/09/13 14:05:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,27,B,F,35.898624,-79.064339,32709,
-8797608.746,4290658.725,107561,CHPD,LOUD NOISE,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/08/25 05:22:00+00,2014/08/25 05:15:00+00,2014/08/25 05:16:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,40,B,M,35.927563,-79.030264,32718,
-8795369.777,4293508.212,108441,CHPD,LOUD MUSIC/PARTY,204 PINEGATE CIR,CHAPEL HILL,NC,27514,2014/10/02 22:14:00+00,2014/10/02 22:00:00+00,2014/10/02 22:01:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.948288,-79.010151,32780,
-8800450.844,4288985.541,108449,CHPD,LOUD MUSIC/PARTY,110 NORTH ST,CHAPEL HILL,NC,27514,2014/10/03 02:38:00+00,2014/10/03 00:05:00+00,2014/10/03 00:10:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.915391,-79.055795,32784,
-8800992.97,4288143.135,107824,CHPD,LOUD MUSIC/PARTY,115 CAMERON CT,CHAPEL HILL,NC,27516,2014/09/05 01:32:00+00,2014/09/05 01:32:00+00,2014/09/05 01:32:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.909262,-79.060665,32802,
-8800950.779,4288597.523,107606,CHPD,LOUD MUSIC/PARTY,316 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/08/27 00:17:00+00,2014/08/27 00:10:00+00,2014/08/27 00:15:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.912568,-79.060286,32837,
-8800982.283,4286352.983,107560,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,1019 DAWES ST,CHAPEL HILL,NC,27516,2014/08/24 21:28:00+00,2014/08/24 21:28:00+00,2014/08/24 21:28:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.896236,-79.060569,32846,
-8801855.918,4289718.043,108167,CHPD,LOUD MUSIC/PARTY,230 RIDGE TRL,CHAPEL HILL,NC,27516,2014/09/19 19:20:00+00,2014/09/19 19:19:00+00,2014/09/19 19:20:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.92072,-79.068417,32851,
-8797608.746,4290658.725,108161,CHPD,LOUD NOISE,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/09/19 20:24:00+00,2014/09/19 20:23:00+00,2014/09/19 20:24:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,40,B,M,35.927563,-79.030264,32865,
-8801230.525,4288911.73,107862,CHPD,LOUD MUSIC/PARTY,404 MCDADE ST,CHAPEL HILL,NC,27516,2014/09/07 00:22:00+00,2014/09/07 00:21:00+00,2014/09/07 00:22:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.914854,-79.062799,32877,
-8800668.696,4289693.3,107654,CHPD,LOUD MUSIC/PARTY,123 E LONGVIEW ST,CHAPEL HILL,NC,27516,2014/08/29 00:33:00+00,2014/08/29 00:32:00+00,2014/08/29 00:33:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.92054,-79.057752,32882,
-8800629.734,4295277.538,108501,CHPD,LOUD MUSIC/PARTY,1660 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/10/04 22:25:00+00,2014/10/04 22:25:00+00,2014/10/04 22:25:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.961154,-79.057402,32983,
-8796662.641,4292945.954,108790,CHPD,LOUD MUSIC/PARTY,112 BERRY PATCH LN,CHAPEL HILL,NC,27514,2014/10/20 04:47:00+00,2014/10/20 01:00:00+00,2014/10/20 01:05:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.944199,-79.021765,33007,
-8796574.588,4291570.617,109074,CHPD,LOUD MUSIC/PARTY,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2014/10/31 23:37:00+00,2014/10/31 23:36:00+00,2014/10/31 23:37:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.934196,-79.020974,33049,
-8801115.421,4293876.19,108568,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2014/10/07 22:50:00+00,2014/10/07 19:23:00+00,2014/10/07 19:30:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,33068,
-8801115.421,4293876.19,109387,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2014/11/14 23:40:00+00,2014/11/14 23:40:00+00,2014/11/14 23:40:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,33097,
-8796831.624,4292899.342,109094,CHPD,LOUD MUSIC/PARTY,111 GREENMEADOW LN,CHAPEL HILL,NC,27514,2014/11/01 23:50:00+00,2014/11/01 23:49:00+00,2014/11/01 23:50:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.94386,-79.023283,33146,
-8796574.588,4291570.617,109043,CHPD,LOUD MUSIC/PARTY,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2014/10/30 20:25:00+00,2014/10/30 20:25:00+00,2014/10/30 20:25:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.934196,-79.020974,33172,
-8796919.455,4292806.392,109337,CHPD,LOUD MUSIC/PARTY,519 ASHLEY CT,CHAPEL HILL,NC,27514,2014/11/12 04:29:00+00,2014/11/12 04:00:00+00,2014/11/12 04:05:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,34,B,F,35.943184,-79.024072,33181,
-8801131.117,4286434.197,109096,CHPD,LOUD MUSIC/PARTY,511 PINE BLUFF TRL,CHAPEL HILL,NC,27516,2014/11/02 00:40:00+00,2014/11/02 00:40:00+00,2014/11/02 00:40:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.896827,-79.061906,33189,
-8799769.234,4289342.645,109513,CHPD,LOUD MUSIC/PARTY,408 NORTH ST,CHAPEL HILL,NC,27514,2014/11/21 21:19:00+00,2014/11/21 21:05:00+00,2014/11/21 21:10:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.917989,-79.049672,33219,
-8800531.55,4292968.505,109347,CHPD,LOUD MUSIC/PARTY,209 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2014/11/12 21:16:00+00,2014/11/12 21:10:00+00,2014/11/12 21:10:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.944363,-79.05652,33233,
-8798392.769,4289913.101,108646,CHPD,LOUD MUSIC/PARTY,5 HOWELL LN,CHAPEL HILL,NC,27514,2014/10/12 00:45:00+00,2014/10/12 00:44:00+00,2014/10/12 00:45:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.922139,-79.037307,33272,
-8800805.73,4289249.45,109388,CHPD,LOUD MUSIC/PARTY,106 NOBLE ST,CHAPEL HILL,NC,27516,2014/11/15 02:35:00+00,2014/11/15 02:35:00+00,2014/11/15 02:35:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.917311,-79.058983,33276,
-8799699.771,4289189.245,108920,CHPD,LOUD MUSIC/PARTY,407 E ROSEMARY ST,CHAPEL HILL,NC,27514,2014/10/26 02:20:00+00,2014/10/26 02:19:00+00,2014/10/26 02:20:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.916873,-79.049048,33290,
-8800163.194,4288963.274,109349,CHPD,LOUD MUSIC/PARTY-UNFOUNDED,202 E ROSEMARY ST,CHAPEL HILL,NC,27514,2014/11/13 02:39:00+00,2014/11/13 02:38:00+00,2014/11/13 02:39:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.915229,-79.053211,33313,
-8796605.757,4292727.742,108583,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,111 WOODBRIDGE LN,CHAPEL HILL,NC,27514,2014/10/08 21:58:00+00,2014/10/08 21:58:00+00,2014/10/08 21:58:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,61,B,F,35.942612,-79.021254,33361,
-8795391.484,4289620.721,108678,CHPD,LOUD NOISE COMPLAINT,103 LANCASTER DR,CHAPEL HILL,NC,27517,2014/10/13 07:49:00+00,2014/10/13 07:48:00+00,2014/10/13 07:49:00+00,<Null>,OPEN LAND AREAS,N,<Null>,<Null>,<Null>,<Null>,35.920012,-79.010346,33381,
-8796574.588,4291570.617,108547,CHPD,LOUD MUSIC/PARTY,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2014/10/06 22:17:00+00,2014/10/06 22:10:00+00,2014/10/06 22:11:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.934196,-79.020974,33415,
-8800235.329,4290626.281,109689,CHPD,LOUD PARTY FOLLOW UP,828 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/11/19 15:00:00+00,2014/11/19 14:59:00+00,2014/11/19 15:00:00+00,<Null>,GOVERNMENT/PUBLIC BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.927327,-79.053859,33434,
-8800824.543,4288649.89,108886,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,305 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/10/23 23:27:00+00,2014/10/23 23:26:00+00,2014/10/23 23:27:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,N,<Null>,<Null>,<Null>,<Null>,35.912949,-79.059152,33496,
-8800845.249,4289165.466,108651,CHPD,LOUD MUSIC/PARTY,506 PRITCHARD AVE,CHAPEL HILL,NC,27516,2014/10/12 02:32:00+00,2014/10/12 02:20:00+00,2014/10/12 02:25:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.9167,-79.059338,33519,
-8800479.787,4292145.727,109366,CHPD,LOUD MUSIC/PARTY,108 MISTY WOODS CIR,CHAPEL HILL,NC,27514,2014/11/13 22:02:00+00,2014/11/13 22:00:00+00,2014/11/13 22:02:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.938379,-79.056055,33587,
-8797350.262,4291330.985,109409,CHPD,LOUD MUSIC/PARTY,200 S ELLIOTT RD,CHAPEL HILL,NC,27514,2014/11/16 02:48:00+00,2014/11/16 02:47:00+00,2014/11/16 02:48:00+00,<Null>,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.932453,-79.027942,33594,
-8795391.484,4289620.721,108741,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,103 LANCASTER DR,CHAPEL HILL,NC,27517,2014/10/17 07:10:00+00,2014/10/17 07:09:00+00,2014/10/17 07:10:00+00,<Null>,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.920012,-79.010346,33609,
-8800823.653,4288785.826,108816,CHPD,LOUD MUSIC,211 CHURCH ST,CHAPEL HILL,NC,27516,2014/10/21 13:54:00+00,2014/10/21 13:54:00+00,2014/10/21 13:54:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.913938,-79.059144,33662,
-8799999.332,4289646.563,109266,CHPD,LOUD MUSIC/PARTY,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/11/08 01:28:00+00,2014/11/08 01:27:00+00,2014/11/08 01:28:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.9202,-79.051739,33681,
-8795181.09,4286303.375,108905,CHPD,LOUD MUSIC/PARTY,231 SUMMERWALK CIR,CHAPEL HILL,NC,27517,2014/10/24 23:05:00+00,2014/10/24 22:46:00+00,2014/10/24 22:55:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.895875,-79.008456,33688,
-8800824.543,4288649.89,109371,CHPD,LOUD MUSIC/PARTY,305 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/11/14 00:15:00+00,2014/11/14 00:14:00+00,2014/11/14 00:15:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,N,<Null>,<Null>,<Null>,<Null>,35.912949,-79.059152,33700,
-8801534.428,4287515.188,108958,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,110 GRANT ST,CHAPEL HILL,NC,27516,2014/10/27 02:46:00+00,2014/10/27 02:45:00+00,2014/10/27 02:46:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.904693,-79.065529,33706,
-8800705.431,4288142.173,108644,CHPD,LOUD MUSIC/PARTY,321 W CAMERON AVE,CHAPEL HILL,NC,27516,2014/10/11 01:00:00+00,2014/10/11 00:59:00+00,2014/10/11 01:00:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.909255,-79.058082,33707,
-8795207.139,4293688.899,108549,CHPD,LOUD MUSIC/PARTY,214 PINEGATE CIR,CHAPEL HILL,NC,27514,2014/10/06 20:52:00+00,2014/10/06 20:51:00+00,2014/10/06 20:52:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.949602,-79.00869,33714,
-8800548.471,4290176.895,108906,CHPD,LOUD MUSIC/PARTY,217 GREENE ST,CHAPEL HILL,NC,27516,2014/10/25 00:34:00+00,2014/10/25 00:33:00+00,2014/10/25 00:34:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.924058,-79.056672,33803,
-8795520.503,4293586.454,109310,CHPD,LOUD MUSIC/PARTY,623 IVES CT,CHAPEL HILL,NC,27514,2014/11/10 23:37:00+00,2014/11/10 23:36:00+00,2014/11/10 23:37:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.948857,-79.011505,33807,
-8800823.653,4288785.826,109312,CHPD,LOUD MUSIC/PARTY,211 CHURCH ST,CHAPEL HILL,NC,27516,2014/11/11 00:36:00+00,2014/11/11 00:36:00+00,2014/11/11 00:36:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,20,W,M,35.913938,-79.059144,33816,
-8800823.653,4288785.826,109284,CHPD,LOUD MUSIC/PARTY,211 CHURCH ST,CHAPEL HILL,NC,27516,2014/11/09 17:29:00+00,2014/11/08 23:10:00+00,2014/11/08 23:13:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.913938,-79.059144,33861,
-8800824.543,4288649.89,109328,CHPD,LOUD MUSIC/PARTY,305 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/11/12 00:07:00+00,2014/11/12 00:07:00+00,2014/11/12 00:07:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,N,<Null>,<Null>,<Null>,<Null>,35.912949,-79.059152,33872,
-8801115.421,4293876.19,109411,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2014/11/16 00:46:00+00,2014/11/16 00:45:00+00,2014/11/16 00:46:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,33932,
-8801856.698,4286813.755,108666,CHPD,LOUD MUSIC/PARTY,1105 NC 54,CHAPEL HILL,NC,27516,2014/10/12 20:50:00+00,2014/10/12 20:30:00+00,2014/10/12 20:35:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.899589,-79.068424,33947,
-8800678.715,4292945.954,109282,CHPD,LOUD NOISE,1162 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/11/09 18:15:00+00,2014/11/09 18:14:00+00,2014/11/09 18:15:00+00,<Null>,SCHOOL/COLLEGE,<Null>,<Null>,<Null>,<Null>,<Null>,35.944199,-79.057842,33953,
-8795409.741,4287540.476,109143,CHPD,LOUD MUSIC/NOISE,104 MEADOWMONT VILLAGE CIR,CHAPEL HILL,NC,27517,2014/11/03 19:07:00+00,2014/11/03 19:00:00+00,2014/11/03 19:05:00+00,<Null>,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.904877,-79.01051,33960,
-8800379.599,4287972.573,108931,CHPD,LOUD MUSIC/PARTY,206 MCCAULEY ST,CHAPEL HILL,NC,27516,2014/10/26 00:11:00+00,2014/10/26 00:01:00+00,2014/10/26 00:05:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.908021,-79.055155,33970,
