X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId,
-8795858.469,4292937.017,117192,CHPD,LOUD MUSIC/PARTY,1749 DOBBINS DR,CHAPEL HILL,NC,27514,2015/09/26 23:36:00+00,2015/09/26 23:36:00+00,2015/09/26 23:36:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.944134,-79.014541,40816,
-8801280.73,4284340.959,118237,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,106 MELROSE PL,CHAPEL HILL,NC,27516,2015/10/20 21:01:00+00,2015/10/20 21:01:00+00,2015/10/20 21:01:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.881593,-79.06325,40821,
-8800668.696,4289693.3,116532,CHPD,LOUD MUSIC/PARTY,123 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/09/12 00:03:00+00,2015/09/12 00:02:00+00,2015/09/12 00:02:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.92054,-79.057752,40848,
-8800266.499,4289116.12,116535,CHPD,LOUD MUSIC/PARTY,135 NORTH ST,CHAPEL HILL,NC,27514,2015/09/12 00:45:00+00,2015/09/12 00:30:00+00,2015/09/12 00:40:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.916341,-79.054139,40850,
-8800132.025,4290567.718,117001,CHPD,LOUD PARTY FOLLOW UP,828 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2015/09/22 14:04:00+00,2015/09/22 14:04:00+00,2015/09/22 14:04:00+00,INFO MESSAGE,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.926901,-79.052931,40889,
-8800755.08,4289645.189,116865,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/09/18 21:59:00+00,2015/09/18 21:58:00+00,2015/09/18 21:58:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.92019,-79.058528,40909,
-8800515.298,4290650.751,118648,CHPD,LOUD MUSIC/PARTY,717 WILLIAMS CIR,CHAPEL HILL,NC,27517,2015/10/31 02:10:00+00,2015/10/30 22:55:00+00,2015/10/30 23:00:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.927505,-79.056374,41020,
-8796241.186,4292196.736,118920,CHPD,LOUD MUSIC/PARTY,1714 LEGION RD,CHAPEL HILL,NC,27517,2015/11/06 23:05:00+00,2015/11/06 23:05:00+00,2015/11/06 23:05:00+00,DISTURBANCE/NUI,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.93875,-79.017979,41056,
-8801139.132,4293270.875,120349,CHPD,LOUD MUSIC/PARTY,444 S HERITAGE LOOP,CHAPEL HILL,NC,27516,2015/12/09 02:14:00+00,2015/12/09 02:14:00+00,2015/12/09 02:14:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.946562,-79.061978,41101,
-8794868.95,4292554.221,119058,CHPD,LOUD MUSIC/PARTY,119 DUCHESS LN,CHAPEL HILL,NC,27517,2015/11/09 13:46:00+00,2015/11/09 13:46:00+00,2015/11/09 13:46:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,64,W,M,35.94135,-79.005652,41177,
-8794438.812,4293009.755,120128,CHPD,LOUD MUSIC/PARTY,5639 OLD CHAPEL HILL RD,DURHAM,NC,27707,2015/12/05 00:11:00+00,2015/12/05 00:11:00+00,2015/12/05 00:11:00+00,DISTURBANCE/NUI,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.944663,-79.001788,41183,
-8800641.311,4289859.765,119320,CHPD,LOUD MUSIC/PARTY,102 COLUMBIA PLACE DR,CHAPEL HILL,NC,27516,2015/11/15 01:01:00+00,2015/11/15 01:00:00+00,2015/11/15 01:00:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.921751,-79.057506,41226,
-8795184.096,4286669.186,119268,CHPD,LOUD MUSIC/PARTY,341 FINLEY FOREST CIR,CHAPEL HILL,NC,27517,2015/11/14 00:01:00+00,2015/11/14 00:01:00+00,2015/11/14 00:01:00+00,DISTURBANCE/NUI,ALL OTHER,N,<Null>,<Null>,<Null>,<Null>,35.898537,-79.008483,41243,
-8800705.431,4288142.173,120037,CHPD,LOUD MUSIC/PARTY,321 W CAMERON AVE,CHAPEL HILL,NC,27516,2015/12/03 01:22:00+00,2015/12/03 01:21:00+00,2015/12/03 01:21:00+00,DISTURBANCE/NUI,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.909255,-79.058082,41244,
-8795167.621,4293528.838,119607,CHPD,LOUD MUSIC/PARTY,111 PINEGATE CIR,CHAPEL HILL,NC,27514,2015/11/22 00:37:00+00,2015/11/22 00:37:00+00,2015/11/22 00:37:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.948438,-79.008335,41294,
-8800503.832,4291925.468,118847,CHPD,LOUD MUSIC/PARTY,104 SHADOWOOD DR,CHAPEL HILL,NC,27514,2015/11/05 03:01:00+00,2015/11/05 03:01:00+00,2015/11/05 03:01:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.936777,-79.056271,41295,
-8800900.018,4289596.803,119558,CHPD,LOUD MUSIC/PARTY,703 N COLUMBIA ST,CHAPEL HILL,NC,27516,2015/11/21 01:49:00+00,2015/11/21 01:48:00+00,2015/11/21 01:49:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.919838,-79.05983,41317,
-8800470.659,4290594.663,118926,CHPD,LOUD MUSIC/PARTY,717 WILLIAMS CIR,CHAPEL HILL,NC,27516,2015/11/07 00:32:00+00,2015/11/07 00:31:00+00,2015/11/07 00:32:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.927097,-79.055973,41354,
-8800755.08,4289645.189,118929,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/11/07 01:10:00+00,2015/11/07 01:00:00+00,2015/11/07 01:05:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.92019,-79.058528,41359,
-8800679.717,4289551.854,120192,CHPD,LOUD MUSIC/PARTY,118 STINSON ST,CHAPEL HILL,NC,27516,2015/12/06 00:49:00+00,2015/12/06 00:30:00+00,2015/12/06 00:35:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.919511,-79.057851,41369,
-8801510.383,4287762.157,120032,CHPD,LOUD MUSIC/PARTY,205 CREST DR,CHAPEL HILL,NC,27516,2015/12/02 23:18:00+00,2015/12/02 23:18:00+00,2015/12/02 23:18:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.90649,-79.065313,41372,
-8800712.444,4289894.681,118652,CHPD,LOUD MUSIC/PARTY,213 COLUMBIA PL W,CHAPEL HILL,NC,27516,2015/10/31 00:36:00+00,2015/10/31 00:36:00+00,2015/10/31 00:36:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.922005,-79.058145,41445,
-8800950.779,4288597.523,118517,CHPD,LOUD MUSIC/PARTY,316 W ROSEMARY ST,CHAPEL HILL,NC,27516,2015/10/27 23:49:00+00,2015/10/27 23:49:00+00,2015/10/27 23:49:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.912568,-79.060286,41446,
-8797870.124,4292267.957,119757,CHPD,LOUD NOISE,212 MAY CT,CHAPEL HILL,NC,27514,2015/11/25 19:01:00+00,2015/11/25 19:01:00+00,2015/11/25 19:01:00+00,ANIMAL,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,40,W,M,35.939268,-79.032612,41467,
-8801206.814,4289414.809,118394,CHPD,LOUD MUSIC/PARTY,306 MCMASTERS ST,CHAPEL HILL,NC,27516,2015/10/24 18:56:00+00,2015/10/24 18:56:00+00,2015/10/24 18:56:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.918514,-79.062586,41482,
-8799699.771,4289189.245,118975,CHPD,LOUD MUSIC/PARTY,407 E ROSEMARY ST,CHAPEL HILL,NC,27514,2015/11/07 18:35:00+00,2015/11/07 18:35:00+00,2015/11/07 18:35:00+00,DISTURBANCE/NUI,HOME OF VICTIM - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.916873,-79.049048,41495,
-8800351.658,4288453.755,118395,CHPD,LOUD MUSIC/PARTY,100 FRATERNITY CT,CHAPEL HILL,NC,27516,2015/10/24 19:15:00+00,2015/10/24 19:15:00+00,2015/10/24 19:15:00+00,INFO MESSAGE,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.911522,-79.054904,41518,
-8800668.696,4289693.3,118364,CHPD,LOUD MUSIC/PARTY,123 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/10/24 00:36:00+00,2015/10/24 00:36:00+00,2015/10/24 00:36:00+00,INFO MESSAGE,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,W,F,35.92054,-79.057752,41526,
-8797593.272,4290660.649,118400,CHPD,LOUD MUSIC/PARTY,201 S ESTES DR,CHAPEL HILL,NC,27514,2015/10/24 21:21:00+00,2015/10/24 21:21:00+00,2015/10/24 21:21:00+00,DISTURBANCE/NUI,RESTAURANT,N,<Null>,64,W,M,35.927577,-79.030125,41545,
-8797608.746,4290658.725,119762,CHPD,LOUD MUSIC/PARTY,130 S ESTES DR,CHAPEL HILL,NC,27514,2015/11/25 21:29:00+00,2015/11/25 21:29:00+00,2015/11/25 21:29:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.927563,-79.030264,41558,
-8795191.443,4292360.215,118835,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,107 ALBANY PT,CHAPEL HILL,NC,27517,2015/11/04 15:51:00+00,2015/11/04 15:51:00+00,2015/11/04 15:51:00+00,PUBLIC SERVICE,LAKE/WATERWAY/OCEAN,<Null>,<Null>,<Null>,<Null>,<Null>,35.939939,-79.008549,41564,
-8800706.322,4289670.756,118401,CHPD,LOUD MUSIC/PARTY,119 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/10/24 21:32:00+00,2015/10/24 21:32:00+00,2015/10/24 21:32:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.920376,-79.05809,41571,
-8798317.74,4287367.724,119420,CHPD,LOUD NOISE/BARKING DOGS,1 BUTTONS RD,CHAPEL HILL,NC,27514,2015/11/17 16:11:00+00,2015/11/17 16:00:00+00,2015/11/17 16:05:00+00,PUBLIC SERVICE,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,54,W,F,35.90362,-79.036633,41573,
-8800528.099,4288643.568,118403,CHPD,LOUD NOISE COMPLAINT,112 W FRANKLIN ST,CHAPEL HILL,NC,27516,2015/10/25 00:18:00+00,2015/10/25 00:18:00+00,2015/10/25 00:18:00+00,INFO MESSAGE,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912903,-79.056489,41585,
-8797079.867,4293541.351,118405,CHPD,LOUD MUSIC/PARTY,2515 BUXTON CT,CHAPEL HILL,NC,27514,2015/10/25 01:33:00+00,2015/10/25 01:28:00+00,2015/10/25 01:33:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.948529,-79.025513,41599,
-8800755.08,4289645.189,118406,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/10/25 01:50:00+00,2015/10/25 01:40:00+00,2015/10/25 01:45:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.92019,-79.058528,41605,
-8801066.997,4289131.79,118686,CHPD,LOUD MUSIC/PARTY,307 BROOKS ST,CHAPEL HILL,NC,27516,2015/11/01 01:05:00+00,2015/11/01 01:04:00+00,2015/11/01 01:05:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.916455,-79.06133,41706,
-8800823.653,4288785.826,119505,CHPD,LOUD MUSIC/PARTY,211 CHURCH ST,CHAPEL HILL,NC,27516,2015/11/20 00:07:00+00,2015/11/20 00:07:00+00,2015/11/20 00:07:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.913938,-79.059144,41707,
-8800726.025,4286868.45,118604,CHPD,LOUD MUSIC/PARTY,806 OLD PITTSBORO RD,CHAPEL HILL,NC,27516,2015/10/30 00:03:00+00,2015/10/29 23:50:00+00,2015/10/30 00:00:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.899987,-79.058267,41795,
-8800515.52,4290651.026,118918,CHPD,LOUD MUSIC/PARTY,717 WILLIAMS CIR,CHAPEL HILL,NC,27516,2015/11/06 23:05:00+00,2015/11/06 23:00:00+00,2015/11/06 23:03:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.927507,-79.056376,41872,
-8801856.698,4286813.755,119318,CHPD,LOUD MUSIC/PARTY,1105 NC 54,CHAPEL HILL,NC,27514,2015/11/15 00:48:00+00,2015/11/15 00:47:00+00,2015/11/15 00:48:00+00,DISTURBANCE/NUI,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.899589,-79.068424,41927,
-8801144.809,4293425.982,119316,CHPD,LOUD MUSIC/PARTY,800 N HERITAGE CIR,CHAPEL HILL,NC,27516,2015/11/14 23:40:00+00,2015/11/14 23:39:00+00,2015/11/14 23:40:00+00,DISTURBANCE/NUI,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.94769,-79.062029,41934,
-8800454.517,4289751.72,118365,CHPD,LOUD MUSIC/PARTY,700 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2015/10/24 01:23:00+00,2015/10/24 01:23:00+00,2015/10/24 01:23:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.920965,-79.055828,41935,
-8800755.08,4289645.189,119579,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2015/11/21 14:01:00+00,2015/11/21 14:01:00+00,2015/11/21 14:01:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,79,W,F,35.92019,-79.058528,41961,
-8801188.781,4289533.71,118276,CHPD,LOUD NOISE COMPLAINT,751 TRINITY CT,CHAPEL HILL,NC,27516,2015/10/22 01:03:00+00,2015/10/22 01:03:00+00,2015/10/22 01:03:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.919379,-79.062424,41998,
-8799663.704,4290457.605,121869,CHPD,LOUD MUSIC/PARTY,700 BOLINWOOD DR,CHAPEL HILL,NC,27514,2016/01/16 01:16:00+00,2016/01/16 01:16:00+00,2016/01/16 01:16:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.9261,-79.048724,42001,
-8798778.602,4289530.961,121873,CHPD,LOUD MUSIC/PARTY,109 CAROLINA AVE,CHAPEL HILL,NC,27514,2016/01/16 02:06:00+00,2016/01/16 02:06:00+00,2016/01/16 02:06:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.919359,-79.040773,42002,
-8800533.331,4289321.064,121606,CHPD,LOUD MUSIC/PARTY,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2016/01/10 00:03:00+00,2016/01/10 00:02:00+00,2016/01/10 00:02:00+00,DISTURBANCE/NUI,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.917832,-79.056536,42103,
-8800730.144,4293264.962,120965,CHPD,LOUD MUSIC/PARTY,1208 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2015/12/24 23:31:00+00,2015/12/24 23:30:00+00,2015/12/24 23:31:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.946519,-79.058304,42200,
-8800730.144,4293264.962,120967,CHPD,LOUD MUSIC/PARTY,1208 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2015/12/25 00:46:00+00,2015/12/25 00:46:00+00,2015/12/25 00:46:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.946519,-79.058304,42210,
-8801415.316,4288291.16,122442,CHPD,LOUD MUSIC/PARTY,108 N GRAHAM ST,CHAPEL HILL,NC,27516,2016/01/29 23:37:00+00,2016/01/29 23:30:00+00,2016/01/29 23:35:00+00,DISTURBANCE/NUI,BAR/NIGHTCLUB/LOUNGE,<Null>,<Null>,<Null>,<Null>,<Null>,35.910339,-79.064459,42276,
-8801115.421,4293876.19,121746,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2016/01/13 02:30:00+00,2016/01/13 02:30:00+00,2016/01/13 02:30:00+00,DOMESTIC DISTUR,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,42329,
-8801030.707,4289240.378,121815,CHPD,LOUD MUSIC/PARTY,606 CHURCH ST,CHAPEL HILL,NC,27516,2016/01/14 23:22:00+00,2016/01/14 23:21:00+00,2016/01/14 23:22:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.917245,-79.061004,42335,
-8800266.499,4289116.12,120551,CHPD,LOUD MUSIC/PARTY,135 NORTH ST,CHAPEL HILL,NC,27514,2015/12/14 00:15:00+00,2015/12/13 23:43:00+00,2015/12/13 23:45:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.916341,-79.054139,42358,
-8796750.027,4292521.221,122130,CHPD,LOUD MUSIC/PARTY,114 BRITT CT,CHAPEL HILL,NC,27514,2016/01/20 22:29:00+00,2016/01/20 22:00:00+00,2016/01/20 22:05:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.94111,-79.02255,42363,
-8800743.057,4289273.367,121083,CHPD,LOUD MUSIC/PARTY,502 N COLUMBIA ST,CHAPEL HILL,NC,27516,2015/12/29 22:10:00+00,2015/12/29 22:08:00+00,2015/12/29 22:09:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.917485,-79.05842,42451,
-8799356.684,4295670.333,120873,CHPD,LOUD MUSIC/PARTY,100 WEATHERSTONE DR,CHAPEL HILL,NC,27514,2015/12/21 23:01:00+00,2015/12/21 23:01:00+00,2015/12/21 23:01:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.96401,-79.045966,42627,
-8796651.843,4293558.127,121564,CHPD,LOUD MUSIC/PARTY,101 CHERRYWOOD CIR,CHAPEL HILL,NC,27514,2016/01/08 22:18:00+00,2016/01/08 22:18:00+00,2016/01/08 22:18:00+00,DISTURBANCE/NUI,OTHER RESIDENCE - OTHER DWELLING,<Null>,<Null>,<Null>,<Null>,<Null>,35.948651,-79.021668,42713,
-8800823.653,4288785.826,122218,CHPD,LOUD MUSIC/PARTY,211 CHURCH ST,CHAPEL HILL,NC,27516,2016/01/24 03:38:00+00,2016/01/24 03:37:00+00,2016/01/24 03:37:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.913938,-79.059144,42790,
-8800638.083,4289881.622,120481,CHPD,LOUD MUSIC/PARTY,104 COLUMBIA PLACE DR,CHAPEL HILL,NC,27516,2015/12/12 00:01:00+00,2015/12/12 00:01:00+00,2015/12/12 00:01:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.92191,-79.057477,42807,
-8800654.002,4289012.756,120483,CHPD,LOUD MUSIC/PARTY,107 CARR ST,CHAPEL HILL,NC,27516,2015/12/12 00:30:00+00,2015/12/12 00:29:00+00,2015/12/12 00:30:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.915589,-79.05762,42818,
-8800560.716,4288924.788,120482,CHPD,LOUD MUSIC/PARTY,209 N COLUMBIA ST,CHAPEL HILL,NC,27516,2015/12/12 00:33:00+00,2015/12/12 00:33:00+00,2015/12/12 00:33:00+00,MISC OFFICER IN,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.914949,-79.056782,42824,
-8795960.549,4289071.86,122187,CHPD,LOUD MUSIC/PARTY,1024 CLELAND DR,CHAPEL HILL,NC,27517,2016/01/21 22:51:00+00,2016/01/21 22:50:00+00,2016/01/21 22:51:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.916019,-79.015458,42855,
-8800301.342,4289099.351,122378,CHPD,LOUD MUSIC/PARTY,131 NORTH ST,CHAPEL HILL,NC,27514,2016/01/28 23:39:00+00,2016/01/28 23:39:00+00,2016/01/28 23:39:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.916219,-79.054452,42895,
-8801418.767,4284293.971,122210,CHPD,LOUD NOISE,101 ABERDEEN DR,CHAPEL HILL,NC,27516,2016/01/23 18:14:00+00,2016/01/23 18:13:00+00,2016/01/23 18:14:00+00,DISTURBANCE/NUI,HOME OF VICTIM - OTHER DWELLING,<Null>,<Null>,72,W,F,35.881251,-79.06449,42944,
-8800755.08,4289645.189,121964,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2016/01/17 00:10:00+00,2016/01/17 00:10:00+00,2016/01/17 00:10:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.92019,-79.058528,42958,
-8801856.698,4286813.755,121866,CHPD,LOUD MUSIC/PARTY,1105 NC 54,CHAPEL HILL,NC,27514,2016/01/15 23:18:00+00,2016/01/15 23:18:00+00,2016/01/15 23:18:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.899589,-79.068424,42995,
-8798554.739,4289568.349,121867,CHPD,LOUD MUSIC/PARTY,ROOSEVELT DR/E FRANKLIN ST,CHAPEL HILL,NC,27514,2016/01/15 23:29:00+00,2016/01/15 23:29:00+00,2016/01/15 23:29:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.919631,-79.038762,42998,
-8800683.947,4288797.784,123825,CHPD,LOUD MUSIC/PARTY,207 PRITCHARD AVE,CHAPEL HILL,NC,27516,2016/02/26 00:32:00+00,2016/02/26 00:32:00+00,2016/02/26 00:32:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.914025,-79.057889,43032,
-8801426.67,4284315.267,123296,CHPD,LOUD NEIGHBORS,101 ABERDEEN DR,CHAPEL HILL,NC,27516,2016/02/15 15:00:00+00,2016/02/15 15:00:00+00,2016/02/15 15:00:00+00,DISTURBANCE/NUI,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,72,W,F,35.881406,-79.064561,43044,
-8800739.495,4286421.692,124108,CHPD,LOUD MUSIC/PARTY,1006 S COLUMBIA ST,CHAPEL HILL,NC,27516,2016/03/01 02:05:00+00,2016/02/29 23:59:00+00,2016/03/01 00:04:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,26,W,F,35.896736,-79.058388,43070,
-8801575.282,4289986.643,124110,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,500 UMSTEAD DR,CHAPEL HILL,NC,27516,2016/03/01 03:12:00+00,2016/03/01 03:12:00+00,2016/03/01 03:12:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.922674,-79.065896,43075,
-8796839.417,4287904.954,124963,CHPD,LOUD NOISE COMPLAINT,1001 HAMILTON RD,CHAPEL HILL,NC,27517,2016/03/13 00:48:00+00,2016/03/13 00:48:00+00,2016/03/13 00:48:00+00,DISTURBANCE/NUI,HOTEL/MOTEL,N,<Null>,67,W,M,35.907529,-79.023353,43152,
-8800755.08,4289645.189,123618,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2016/02/21 03:38:00+00,2016/02/21 03:38:00+00,2016/02/21 03:38:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.92019,-79.058528,43217,
-8801426.67,4284315.267,123574,CHPD,LOUD NEIGHBORS,101 ABERDEEN DR,CHAPEL HILL,NC,27516,2016/02/20 08:25:00+00,2016/02/20 08:10:00+00,2016/02/20 08:15:00+00,DISTURBANCE/NUI,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,72,W,F,35.881406,-79.064561,43226,
-8800396.297,4289934.132,124004,CHPD,LOUD MUSIC/PARTY,712 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2016/02/28 00:48:00+00,2016/02/28 00:15:00+00,2016/02/28 00:30:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.922292,-79.055305,43230,
-8801340.398,4290153.113,123360,CHPD,LOUD NOISE,349 WESLEY DR,CHAPEL HILL,NC,27516,2016/02/16 20:58:00+00,2016/02/16 20:58:00+00,2016/02/16 20:58:00+00,DISTURBANCE/NUI,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.923885,-79.063786,43283,
